question,answer_expected,ground_truth,doc_file,department
Minh chứng phải thể hiện điều gì?,"Minh chứng không chỉ thể hiện kết quả hoạt động mà còn phải thể hiện 
được cả quá trình hoạt động.","1. Minh chứng là yếu tố quan trọng hàng đầu phục vụ cho việc đánh giá, kiểm định chất lượng giáo dục. Mỗi tổ chức cần lưu lại minh chứng về các mặt hoạt động của mình để bên thứ ba có thể đánh giá về chất lượng của các mặt hoạt động đó.
2. Minh chứng không chỉ thể hiện kết quả hoạt động mà còn phải thể hiện được cả quá trình hoạt động.
3. Minh chứng phát sinh ở tổ chức nào thì tổ chức đó có trách nhiệm lưu giữ bản gốc minh chứng; trường hợp bản gốc minh chứng cần được chuyển giao cho đơn vị khác thì trách nhiệm lưu giữ thuộc về đơn vị tiếp nhận. Thời hạn lưu giữ minh chứng tối thiểu 5 năm (một chu kỳ kiểm định chất lượng) kể từ thời điểm phát sinh minh chứng.
4. Để có thể phát sinh, lưu giữ minh chứng một cách hiệu quả, các tổ chức cần lưu ý một số điểm như sau:
5. 4.1. Phân công rõ trách nhiệm lưu giữ minh chứng, bao gồm minh chứng dạng văn bản giấy và minh chứng dạng văn bản số.
6. 4.2. Đảm bảo phương tiện (túi/cặp tài liệu, phương tiện lưu trữ điện tử...) để lưu giữ minh chứng.
7. 4.3. Khi tổ chức thực hiện nhiệm vụ:
8. -Phân công ghi và lưu biên bản các cuộc họp;
9. -Xin ý kiến, lưu giữ văn bản góp ý, văn bản giải trình đối với các góp ý;
10. -Lấy ý kiến phản hồi của các bên liên quan sau khi kết thúc nhiệm vụ;
11. -Đăng bài viết lên website của Học viện, trang mạng xã hội... (và có lưu lại địa chỉ truy cập để làm minh chứng);
12. -Báo cáo tổng kết, rút kinh nghiệm.",02. Hoạt động đảm bảo chất lượng giáo dục tại HVKTMM.md,thongtinhvktmm
Thời hạn lưu giữ minh chứng là bao lâu?,"Thời hạn lưu 
giữ minh chứng tối thiểu 5 năm (một chu kỳ kiểm định chất lượng) kể từ thời 
điểm phát sinh minh chứng.","1. Minh chứng là yếu tố quan trọng hàng đầu phục vụ cho việc đánh giá, kiểm định chất lượng giáo dục. Mỗi tổ chức cần lưu lại minh chứng về các mặt hoạt động của mình để bên thứ ba có thể đánh giá về chất lượng của các mặt hoạt động đó.
2. Minh chứng không chỉ thể hiện kết quả hoạt động mà còn phải thể hiện được cả quá trình hoạt động.
3. Minh chứng phát sinh ở tổ chức nào thì tổ chức đó có trách nhiệm lưu giữ bản gốc minh chứng; trường hợp bản gốc minh chứng cần được chuyển giao cho đơn vị khác thì trách nhiệm lưu giữ thuộc về đơn vị tiếp nhận. Thời hạn lưu giữ minh chứng tối thiểu 5 năm (một chu kỳ kiểm định chất lượng) kể từ thời điểm phát sinh minh chứng.
4. Để có thể phát sinh, lưu giữ minh chứng một cách hiệu quả, các tổ chức cần lưu ý một số điểm như sau:
5. 4.1. Phân công rõ trách nhiệm lưu giữ minh chứng, bao gồm minh chứng dạng văn bản giấy và minh chứng dạng văn bản số.
6. 4.2. Đảm bảo phương tiện (túi/cặp tài liệu, phương tiện lưu trữ điện tử...) để lưu giữ minh chứng.
7. 4.3. Khi tổ chức thực hiện nhiệm vụ:
8. -Phân công ghi và lưu biên bản các cuộc họp;
9. -Xin ý kiến, lưu giữ văn bản góp ý, văn bản giải trình đối với các góp ý;
10. -Lấy ý kiến phản hồi của các bên liên quan sau khi kết thúc nhiệm vụ;
11. -Đăng bài viết lên website của Học viện, trang mạng xã hội... (và có lưu lại địa chỉ truy cập để làm minh chứng);
12. -Báo cáo tổng kết, rút kinh nghiệm.",02. Hoạt động đảm bảo chất lượng giáo dục tại HVKTMM.md,thongtinhvktmm
Tổ chức cần làm gì để lưu giữ minh chứng hiệu quả?,"Phân công rõ trách nhiệm lưu giữ minh chứng, bao gồm minh chứng 
dạng văn bản giấy và minh chứng dạng văn bản số.
Đảm bảo phương tiện (túi/cặp tài liệu, phương tiện lưu trữ điện tử...) 
để lưu giữ minh chứng.
Khi tổ chức thực hiện nhiệm vụ:
- Phân công ghi và lưu biên bản các cuộc họp;
- Xin ý kiến, lưu giữ văn bản góp ý, văn bản giải trình đối với các góp ý;
- Lấy ý kiến phản hồi của các bên liên quan sau khi kết thúc nhiệm vụ;
- Đăng bài viết lên website của Học viện, trang mạng xã hội... (và có lưu 
lại địa chỉ truy cập để làm minh chứng);
- Báo cáo tổng kết, rút kinh nghiệm.","1. Minh chứng là yếu tố quan trọng hàng đầu phục vụ cho việc đánh giá, kiểm định chất lượng giáo dục. Mỗi tổ chức cần lưu lại minh chứng về các mặt hoạt động của mình để bên thứ ba có thể đánh giá về chất lượng của các mặt hoạt động đó.
2. Minh chứng không chỉ thể hiện kết quả hoạt động mà còn phải thể hiện được cả quá trình hoạt động.
3. Minh chứng phát sinh ở tổ chức nào thì tổ chức đó có trách nhiệm lưu giữ bản gốc minh chứng; trường hợp bản gốc minh chứng cần được chuyển giao cho đơn vị khác thì trách nhiệm lưu giữ thuộc về đơn vị tiếp nhận. Thời hạn lưu giữ minh chứng tối thiểu 5 năm (một chu kỳ kiểm định chất lượng) kể từ thời điểm phát sinh minh chứng.
4. Để có thể phát sinh, lưu giữ minh chứng một cách hiệu quả, các tổ chức cần lưu ý một số điểm như sau:
5. 4.1. Phân công rõ trách nhiệm lưu giữ minh chứng, bao gồm minh chứng dạng văn bản giấy và minh chứng dạng văn bản số.
6. 4.2. Đảm bảo phương tiện (túi/cặp tài liệu, phương tiện lưu trữ điện tử...) để lưu giữ minh chứng.
7. 4.3. Khi tổ chức thực hiện nhiệm vụ:
8. -Phân công ghi và lưu biên bản các cuộc họp;
9. -Xin ý kiến, lưu giữ văn bản góp ý, văn bản giải trình đối với các góp ý;
10. -Lấy ý kiến phản hồi của các bên liên quan sau khi kết thúc nhiệm vụ;
11. -Đăng bài viết lên website của Học viện, trang mạng xã hội... (và có lưu lại địa chỉ truy cập để làm minh chứng);
12. -Báo cáo tổng kết, rút kinh nghiệm.

- -Báo cáo kết quả lấy ý kiến phản hồi các bên liên quan về công tác tuyển sinh, nhập học, sinh hoạt đầu khóa.
5. Tổ chức dạy học
- -Báo cáo về các điều kiện đảm bảo cho việc tổ chức dạy học;
- -Kế hoạch đào tạo hàng năm;
- -Hồ sơ xây dựng thời khóa biểu, bao gồm:
+ Thống kê số lượng người học (dự kiến) từng môn học và tính toán số lượng lớp học phần;
+ Dự thảo thời khóa biểu;
+ Ý kiến của các cơ quan, đơn vị về dự thảo thời khóa biểu;
+ Thời khóa biểu chính thức.
- -Hồ sơ tổ chức hội nghị triển khai công tác đào tạo hàng năm, gồm:
+ Kế hoạch tổ chức hội nghị;
+ Nội dung các báo cáo, tham luận tại h...",02. Hoạt động đảm bảo chất lượng giáo dục tại HVKTMM.md,thongtinhvktmm
Nguyên tắc khi lấy ý kiến phản hồi?,"Xác định rõ mục đích, đối tượng, nội dung lấy ý kiến.
Đảm bảo khách quan, chính xác.
Xác định rõ việc ẩn danh hay ghi danh.","1. Ý kiến phản hồi của các bên liên quan là cơ sở quan trọng để đánh giá chất lượng của mỗi hoạt động. Việc lấy ý kiến phản hồi có thể được thực hiện bằng nhiều cách khác nhau: phỏng vấn, sử dụng phiếu khảo sát, nắm bắt thông tin dư luận...
2. Mục đích của việc lấy ý kiến phản hồi là nhằm phát hiện được các mặt mạnh để phát huy, các mặt hạn chế để khắc phục, qua đó nâng cao chất lượng công việc.
3. Nguyên tắc lấy ý kiến phản hồi, xử lý ý kiến phản hồi:
4. 3.1. Xác định rõ mục đích, đối tượng, nội dung lấy ý kiến.
5. 3.2. Đảm bảo khách quan, chính xác.

- 3.3. Xác định rõ việc ẩn danh hay ghi danh.
4. Trách nhiệm lấy ý kiến phản hồi:
- 4.1. Phòng KT&amp;ĐBCLĐT chủ trì tổ chức lấy ý kiến phản hồi về các nhiệm vụ thường xuyên, định kỳ của Học viện. Cụ thể như sau:
- 4.2. Nội  dung  lấy  ý  kiến  phản  hồi  (mẫu  phiếu  lấy  ý  kiến)  do  Phòng KT&amp;ĐBCLĐT thực hiện phải được phê duyệt bởi Giám đốc Học viện; kết quả lấy ý kiến phản hồi được xử lý tổng hợp báo cáo Giám đốc Học viện; phạm vi công bố kết quả lấy ý kiến phản hồi do Giám đốc Học viện quyết định.
- 4.3. Các cơ quan, đơn vị chủ trì nhiệm vụ khác đồng thời chủ trì tổ chức lấy ý kiến phản hồi về việc thực hiện nhiệm vụ đó. Ví dụ:
- -Tuyển sinh;
- -Tập huấn nghiệp vụ cho cán bộ, giảng viên;
- -Xây dựng, tu chỉnh chương trình đào tạo;",02. Hoạt động đảm bảo chất lượng giáo dục tại HVKTMM.md,thongtinhvktmm
Loại minh chứng chung nào tất cả tổ chức phải có?,"- Nghị quyết, kế hoạch công tác năm, tháng;
- Biên bản, hình ảnh cuộc họp/hội nghị về việc quán triệt nghị quyết, kế 
hoạch của cấp trên và xây dựng nghị quyết, kế hoạch cấp mình.","- -Nghị quyết, kế hoạch công tác năm, tháng;
- Biên bản, hình ảnh cuộc họp/hội nghị về việc quán triệt nghị quyết, kế
- -hoạch của cấp trên và xây dựng nghị quyết, kế hoạch cấp mình.",02. Hoạt động đảm bảo chất lượng giáo dục tại HVKTMM.md,thongtinhvktmm
Minh chứng về tổ chức tập huấn bao gồm?,"- Kế hoạch tập huấn nghiệp vụ cho cán bộ, giảng viên trong lĩnh vực khảo 
thí và đảm bảo chất lượng đào tạo;
- Danh sách cán bộ, giảng viên tham gia tập huấn;
- Hợp đồng thuê khoán chuyên môn (nếu có);
- Hình ảnh, video, bài viết trên website về hoạt động tập huấn;
- Mẫu phiếu lấy ý kiến và kết quả lấy ý kiến phản hồi của các bên liên quan 
sau tập huấn;
- Báo cáo kết quả, rút kinh nghiệm sau tập huấn.","1. Văn bản quy định, hướng dẫn
2. -Các quy định, quy trình, biểu mẫu, hướng dẫn của Học viện về công tác khảo thí và đảm bảo chất lượng đào tạo;
3. -Ý kiến của các bên liên quan trong quá trình xây dựng văn bản (biên bản cuộc họp, các văn bản góp ý, văn bản giải trình...);
4. -Dữ liệu về việc công bố quy định, quy trình, biểu mẫu, hướng dẫn cho các bên liên quan.
5. 2.
6. Tổ chức tập huấn nghiệp vụ
7. Kế hoạch tập huấn nghiệp vụ cho cán bộ, giảng viên trong lĩnh vực khảo
8. -thí và đảm bảo chất lượng đào tạo;
9. -Danh sách cán bộ, giảng viên tham gia tập huấn;
10. -Hợp đồng thuê khoán chuyên môn (nếu có);
11. -Hình ảnh, video, bài viết trên website về hoạt động tập huấn;
12. -Mẫu phiếu lấy ý kiến và kết quả lấy ý kiến phản hồi của các bên liên quan sau tập huấn;
13. -Báo cáo kết quả, rút kinh nghiệm sau tập huấn.

## II. PHÒNG KHẢO THÍ VÀ ĐẢM BẢO CHẤT LƯỢNG ĐÀO TẠO

- 1.
- Văn bản quy định, hướng dẫn
- -Các quy chế, quy định, quy trình, biểu mẫu, hướng dẫn của Học viện về:
+ Tuyển sinh, đào tạo đại học, thạc sĩ, tiến sĩ;
+ Đào tạo, tập huấn ngắn hạn;
- +
- Chế độ làm việc của giảng viên;
+ Hồ sơ mời giảng;
- +
- Xây dựng, tu chỉnh CTĐT;
+ Hội thi giảng viên dạy giỏi.
- -Ý kiến của các bên liên quan trong quá trình xây dựng văn bản (biên bản cuộc họp, các văn bản góp ý, văn bản giải trình...);
- -Dữ liệu về việc công bố quy định, quy trình, biểu mẫu, hướng dẫn cho các bên liên quan.
- 2.
- Tổ chức tập huấn nghiệp vụ
- -Kế hoạch tập huấn nghiệp vụ cho cán bộ, giảng viên Học viện về xây dựng chương trình đào tạo và phương pháp dạy học;
- -Danh sách cán bộ, giảng viên tham gia tập huấn;
- -
- Hợp đồng thuê khoán chuyên môn (nếu có);
- -Hình ảnh, video, bài viết trên website về hoạt động tập huấn;

- -Mẫu phiếu lấy ý kiến và kết quả lấy ý kiến phản hồi cán bộ giảng viên sau tập huấn;
- -
- Báo cáo kết quả, rút kinh nghiệm sau tập huấn.
3. Tổ chức xây dựng, tu chỉnh chương trình đào tạo
- -Văn bản đề xuất, thuyết minh việc xây dựng, tu chỉnh CTĐT;
- -Quyết định giao nhiệm...",02. Hoạt động đảm bảo chất lượng giáo dục tại HVKTMM.md,thongtinhvktmm
Khi xây dựng ngân hàng câu hỏi thi cần minh chứng gì?,"- Kế hoạch xây dựng, cập nhật ngân hàng câu hỏi thi;
- Đăng ký nhiệm vụ xây dựng, cập nhật ngân hàng câu hỏi thi của các đơn 
vị đào tạo;
- Quyết định giao nhiệm vụ xây dựng, cập nhật; giao nhiệm vụ thẩm định; 
giao nhiệm vụ nghiệm thu các ngân hàng câu hỏi thi.
- Biên bản thẩm định, biên bản nghiệm thu các ngân hàng câu hỏi thi;
- Báo cáo kết quả, rút kinh nghiệm về xây dựng ngân hàng câu hỏi thi.","3. Xây dựng ngân hàng câu hỏi thi
2. -
3. Kế hoạch xây dựng, cập nhật ngân hàng câu hỏi thi;
4. -Đăng ký nhiệm vụ xây dựng, cập nhật ngân hàng câu hỏi thi của các đơn vị đào tạo;
5. Quyết định giao nhiệm vụ xây dựng, cập nhật; giao nhiệm vụ thẩm định;
6. -giao nhiệm vụ nghiệm thu các ngân hàng câu hỏi thi.
7. -Biên bản thẩm định, biên bản nghiệm thu các ngân hàng câu hỏi thi;
8. -
9. Báo cáo kết quả, rút kinh nghiệm về xây dựng ngân hàng câu hỏi thi.
10. 4.
11. Tổ chức các kỳ thi
12. -Kế hoạch thi;
13. Quyết định thành lập Hội đồng thi; hồ sơ các cuộc họp của Hội đồng thi
14. -(nếu có thành lập Hội đồng thi);
15. -Hồ sơ đề thi;
16. -Hồ sơ coi thi;
17. -Hồ sơ chấm thi;
18. -Kết quả lấy ý kiến phản hồi các bên liên quan về kỳ thi.
19. -Báo cáo sau khi thi.
20. 5.
21. Thu thập thông tin phục vụ đối sánh chất lượng

- -Mẫu phiếu lấy ý kiến và kết quả lấy ý kiến phản hồi cán bộ giảng viên sau tập huấn;
- -
- Báo cáo kết quả, rút kinh nghiệm sau tập huấn.
3. Tổ chức xây dựng, tu chỉnh chương trình đào tạo
- -Văn bản đề xuất, thuyết minh việc xây dựng, tu chỉnh CTĐT;
- -Quyết định giao nhiệm vụ xây dựng, tu chỉnh CTĐT;
- -
- Quyết định giao nhiệm vụ thẩm định, nghiệm thu CTĐT;
- -Hồ sơ việc lấy ý kiến các bên liên quan, khảo sát thị trường lao động phục vụ xây dựng, thẩm định CTĐT, bao gồm:
+ Mẫu phiếu lấy ý kiến;
+ Ý kiến phản hồi (dữ liệu thô);
+ Kết quả xử lý ý kiến phản hồi;
- Các văn bản luận giải việc xác định chuyên ngành, chuẩn đầu ra, nội dung CTĐT (đối với trường hợp xây dựng mới); luận giải việc điều chỉnh chuẩn đầu
- -ra, nội dung CTĐT (đối với trường hợp cải tiến).
4. Tuyển sinh
- -Hồ sơ tuyển sinh hàng năm:
+ Báo cáo xin chủ trương của Đảng ủy về chỉ tiêu tuyển sinh;
- +
- Kế hoạch/đề án tuyển sinh;
+ Quyết định thành lập hội đồng tuyển sinh; phân công trách nhiệm thành viên hội đồng tuyển sinh;
+ Chương trình, biên bản các buổi làm việc của hội đồng tuyển sinh, đặc biệt là buổi họp xác định hình thức thi/xét tuyển cho từng CTĐT, buổi họp tổng kết công tác tu...",02. Hoạt động đảm bảo chất lượng giáo dục tại HVKTMM.md,thongtinhvktmm
Minh chứng về tuyển sinh bao gồm?,"- Hồ sơ tuyển sinh hàng năm:
+ Báo cáo xin chủ trương của Đảng ủy về chỉ tiêu tuyển sinh;
+ Kế hoạch/đề án tuyển sinh;
+ Quyết định thành lập hội đồng tuyển sinh; phân công trách nhiệm thành 
viên hội đồng tuyển sinh;
+ Chương trình, biên bản các buổi làm việc của hội đồng tuyển sinh, đặc 
biệt là buổi họp xác định hình thức thi/xét tuyển cho từng CTĐT, buổi 
họp tổng kết công tác tuyển sinh và nhập học;
+ Kết quả tuyển sinh.
- Bộ hồ sơ liên quan việc quảng bá tuyển sinh:
+ Tài liệu thể hiện các kênh quảng bá tuyển sinh;
+ Kết quả khảo sát, đánh giá hiệu quả của các kênh tuyển sinh
- Hồ sơ theo dõi các nhóm đối tượng tuyển sinh;
+ Thống kê số lượng trúng tuyển theo nhóm đối tượng tuyển sinh;
+ Thống kê kết quả học tập hàng kỳ, hàng năm theo các nhóm đối tượng 
tuyển sinh;
+ Báo cáo đánh giá hiệu quả việc xác định các nhóm đối tượng tuyển sinh 
và phương án cải tiến.
- Báo cáo kết quả lấy ý kiến phản hồi các bên liên quan về công tác tuyển 
sinh, nhập học, sinh hoạt đầu khóa.","- -Mẫu phiếu lấy ý kiến và kết quả lấy ý kiến phản hồi cán bộ giảng viên sau tập huấn;
- -
- Báo cáo kết quả, rút kinh nghiệm sau tập huấn.
3. Tổ chức xây dựng, tu chỉnh chương trình đào tạo
- -Văn bản đề xuất, thuyết minh việc xây dựng, tu chỉnh CTĐT;
- -Quyết định giao nhiệm vụ xây dựng, tu chỉnh CTĐT;
- -
- Quyết định giao nhiệm vụ thẩm định, nghiệm thu CTĐT;
- -Hồ sơ việc lấy ý kiến các bên liên quan, khảo sát thị trường lao động phục vụ xây dựng, thẩm định CTĐT, bao gồm:
+ Mẫu phiếu lấy ý kiến;
+ Ý kiến phản hồi (dữ liệu thô);
+ Kết quả xử lý ý kiến phản hồi;
- Các văn bản luận giải việc xác định chuyên ngành, chuẩn đầu ra, nội dung CTĐT (đối với trường hợp xây dựng mới); luận giải việc điều chỉnh chuẩn đầu
- -ra, nội dung CTĐT (đối với trường hợp cải tiến).
4. Tuyển sinh
- -Hồ sơ tuyển sinh hàng năm:
+ Báo cáo xin chủ trương của Đảng ủy về chỉ tiêu tuyển sinh;
- +
- Kế hoạch/đề án tuyển sinh;
+ Quyết định thành lập hội đồng tuyển sinh; phân công trách nhiệm thành viên hội đồng tuyển sinh;
+ Chương trình, biên bản các buổi làm việc của hội đồng tuyển sinh, đặc biệt là buổi họp xác định hình thức thi/xét tuyển cho từng CTĐT, buổi họp tổng kết công tác tuyển sinh và nhập học;
- +
- Kết quả tuyển sinh.
- -Bộ hồ sơ liên quan việc quảng bá tuyển sinh:
+ Tài liệu thể hiện các kênh quảng bá tuyển sinh;
- +
- Kết quả khảo sát, đánh giá hiệu quả của các kênh tuyển sinh
- -Hồ sơ theo dõi các nhóm đối tượng tuyển sinh;
+ Thống kê số lượng trúng tuyển theo nhóm đối tượng tuyển sinh;
+ Thống kê kết quả học tập hàng kỳ, hàng năm theo các nhóm đối tượng tuyển sinh;
+ Báo cáo đánh giá hiệu quả việc xác định các nhóm đối tượng tuyển sinh và phương án cải tiến.

- -Báo cáo kết quả lấy ý kiến phản hồi các bên liên quan về công tác tuyển sinh, nhập học, sinh hoạt đầu khóa.
5. Tổ chức dạy học
- -Báo cáo về các điều kiện đảm bảo cho việc tổ chức dạy học;
- -Kế hoạch đào tạo hàng năm;
- -Hồ sơ xây dựng thời khóa biểu, bao gồm:
+ Thống kê số lượng người học (dự kiến) từng môn học và t...",02. Hoạt động đảm bảo chất lượng giáo dục tại HVKTMM.md,thongtinhvktmm
Thí sinh mang đồng hồ thông minh vào phòng thi sẽ bị xử lý như thế nào?,"Thí sinh mang đồng hồ thông minh vào phòng thi sẽ bị đình chỉ thi. Việc 
này được áp dụng từ ngày 25/04/2024 cho mọi kỳ thi do Học viện Kỹ thuật Mật Mã tổ chức.","quy định cơ cấu tổ chức, biên chế của Học viện Kỹ thuật mật mã;",02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
Học viện kỹ thuật mật mã gồm mấy cơ sở giáo dục?,Học viện Kỹ thuật mật mã bao gồm 2 cơ sở giáo dục tại Hà Nội và Phân hiệu tại thành phố Hồ Chí Minh.,## PHÂN HIỆU HỌC VIỆN TẠI THÀNH PHỐ HỒ CHÍ MINH,02. Hoạt động đảm bảo chất lượng giáo dục tại HVKTMM.md,thongtinhvktmm
Chất lượng giáo dục là gì?,"Chất lượng giáo dục: là sự đáp ứng các mục tiêu do CSGD đề ra, đảm 
bảo các yêu cầu về mục tiêu giáo dục của Luật giáo dục đại học, phù hợp với yêu 
cầu đào tạo nguồn nhân lực chất lượng cao cho Ngành Cơ yếu và cho xã hội.","1. Cơ sở giáo dục (CSGD), trừ trường hợp ngữ cảnh quy định cách hiểu khác, là Học viện Kỹ thuật mật mã thuộc Ban Cơ yếu Chính phủ, bao gồm cơ sở tại Hà Nội và Phân hiệu tại thành phố Hồ Chí Minh.
2. Chất lượng giáo dục: là sự đáp ứng các mục tiêu do CSGD đề ra, đảm bảo các yêu cầu về mục tiêu giáo dục của Luật giáo dục đại học, phù hợp với yêu cầu đào tạo nguồn nhân lực chất lượng cao cho Ngành Cơ yếu và cho xã hội.
3. Đảm bảo chất lượng giáo dục (ĐBCLGD): là sự cam kết thực hiện tiêu chuẩn, tiêu chí và quy trình quản lý chất lượng để thực hiện được mục tiêu chất lượng của CSGD.
4. Hệ thống ĐBCLGD: là sự kết hợp của các quan điểm, chủ trương, chính sách, cơ cấu bộ máy, cơ chế, công cụ, tiêu chuẩn, quy trình, quy định cùng các nguồn lực để duy trì, nâng cao chất lượng giáo dục.
5. Hoạt động ĐBCLGD: là hoạt động của hệ thống ĐBCLGD để hiện thực hóa các nội dung ĐBCLGD của CSGD.",03.Ban hành Quy định về hoạt động đảm bảo chất lượng giáo dục  tại Học viện Kỹ thuật mật mã.md,phongkhaothi
Hệ thống ĐBCLGD tại Học viện Kỹ thuật mật mã gồm mấy cấp?,Hệ thống ĐBCLGD tại Học viện Kỹ thuật mật mã gồm 2 cấp: cấp Học viện và cấp đơn vị,## HỌC VIỆN KỸ THUẬT MẬT MÃ,"07. Về việc ban hành Quy định chuẩn năng lực tiếng Anh  cho học viên, sinh viên hệ đào tạo đại học tại Học viện Kỹ thuật mật mã_converted.md",phongkhaothi
Cơ cấu tổ chức của Hội đồng ĐBCLGD Học viện?,"Hội đồng ĐBCLGD của Học viện gồm Ban Giám đốc Học viện, đại diện 
các đơn vị thuộc Học viện và các thành viên khác. Trong đó, Giám đốc Học viện 
là Chủ tịch Hội đồng, các Phó Giám đốc Học viện là các Phó Chủ tịch Hội đồng, 
Trưởng phòng KT&ĐBCLĐT là Ủy viên thường trực Hội đồng.
Giám đốc Học viện quyết định thành lập, giải thể Hội đồng, bổ nhiệm, 
miễn nhiệm các thành viên Hội đồng.","- Cơ cấu tổ chức của Hội đồng ĐBCLGD Học viện:
- Hội đồng ĐBCLGD của Học viện gồm Ban Giám đốc Học viện, đại diện các đơn vị thuộc Học viện và các thành viên khác. Trong đó, Giám đốc Học viện là Chủ tịch Hội đồng, các Phó Giám đốc Học viện là các Phó Chủ tịch Hội đồng,
- a) Trưởng phòng KT&amp;ĐBCLĐT là Ủy viên thường trực Hội đồng.
- b) Giám đốc Học viện quyết định thành lập, giải thể Hội đồng, bổ nhiệm, miễn nhiệm các thành viên Hội đồng.
2. Chức năng của Hội đồng ĐBCLGD Học viện:",03.Ban hành Quy định về hoạt động đảm bảo chất lượng giáo dục  tại Học viện Kỹ thuật mật mã.md,phongkhaothi
Nguyên tắc làm việc của Hội đồng ĐBCLGD?,"a) Hội đồng họp tối thiểu mỗi năm 1 lần. Cuộc họp Hội đồng được tiến 
hành khi có tối thiểu 2/3 số thành viên Hội đồng tham dự.
b) Hội đồng làm việc theo nguyên tắc dân chủ. Các kết luận của Hội đồng 
được biểu quyết bằng hình thức giơ tay hoặc bỏ phiếu kín, tùy theo quyết định 
của người chủ trì cuộc họp. Kết luận của Hội đồng được thông qua khi có quá 
50% số thành viên tham dự họp đồng ý.","- a) Tư vấn xây dựng mục tiêu chất lượng, kế hoạch đảm bảo chất lượng của Học viện qua các giai đoạn.
- b) Tư vấn xây dựng kế hoạch cải tiến chất lượng sau hoạt động đánh giá chất lượng CSGD và CTĐT.
- c) Tư vấn các vấn đề khác liên quan đến ĐBCLGD của Học viện.
4. 4.
5. Nguyên tắc làm việc của Hội đồng ĐBCLGD Học viện:
- a) Hội đồng họp tối thiểu mỗi năm 1 lần. Cuộc họp Hội đồng được tiến hành khi có tối thiểu 2/3 số thành viên Hội đồng tham dự.
- b) Hội đồng làm việc theo nguyên tắc dân chủ. Các kết luận của Hội đồng được biểu quyết bằng hình thức giơ tay hoặc bỏ phiếu kín, tùy theo quyết định của người chủ trì cuộc họp. Kết luận của Hội đồng được thông qua khi có quá 50% số thành viên tham dự họp đồng ý.",03.Ban hành Quy định về hoạt động đảm bảo chất lượng giáo dục  tại Học viện Kỹ thuật mật mã.md,phongkhaothi
"Việc xây dựng, rà soát, điều chỉnh CTĐT phải đảm bảo tính gì và có sự đóng góp của ai?","Việc xây dựng, rà soát, điều chỉnh chương trình đào tạo phải đảm bảo tính phù hợp và được cải tiến.
Việc xây dựng, điều chỉnh chương trình đào tạo và các học phần có sự đóng góp và phản hồi của các bên liên quan.","1. Quy trình, thủ tục xây dựng, rà soát, điều chỉnh chương trình đào tạo được xác lập và được cải tiến để đảm bảo sự phù hợp.
2. Việc xây dựng, điều chỉnh chương trình đào tạo và các học phần có sự đóng góp và phản hồi của các bên liên quan.
3. Chương trình đào tạo, đề cương các học phần, kế hoạch giảng dạy được phổ biến đến các bên liên quan.",03.Ban hành Quy định về hoạt động đảm bảo chất lượng giáo dục  tại Học viện Kỹ thuật mật mã.md,phongkhaothi
Các hoạt động đánh giá người học phải được thiết kế để phù hợp với mục đích gì?,"Các hoạt động đánh giá người học được thiết kế phù hợp với việc đánh 
giá mức độ người học đạt được các chuẩn đầu ra.","1. Các hoạt động đánh giá người học được thiết kế phù hợp với việc đánh giá mức độ người học đạt được các chuẩn đầu ra.
2. Các công cụ đánh giá, phương pháp đánh giá và kết quả đánh giá người học được rà soát để đảm bảo tính chính xác, tin cậy và công bằng.",03.Ban hành Quy định về hoạt động đảm bảo chất lượng giáo dục  tại Học viện Kỹ thuật mật mã.md,phongkhaothi
Các đơn vị xây dựng và triển khai kế hoạch ĐBCLGD của đơn vị mình trên cơ sở nào?,"Xây dựng và triển khai thực hiện kế hoạch ĐBCLGD của đơn vị trên cơ 
sở kế hoạch ĐBCLGD của Học viện.","1. Xây dựng và triển khai thực hiện kế hoạch ĐBCLGD của đơn  vị trên cơ sở kế hoạch ĐBCLGD của Học viện.
2. Phối hợp với Phòng KT&amp;ĐBCLĐT trong việc xây dựng, triển khai thực hiện, báo cáo kết quả thực hiện kế hoạch ĐBCLGD của Học viện.",03.Ban hành Quy định về hoạt động đảm bảo chất lượng giáo dục  tại Học viện Kỹ thuật mật mã.md,phongkhaothi
"Khi có vướng mắc trong quá trình thực hiện Quy định, các đơn vị báo cáo ai để xem xét điều chỉnh?","Trong quá trình thực hiện Quy định, nếu có vướng mắc, các đơn vị báo cáo Ban Giám đốc (thông qua Phòng KT&ĐBCLĐT) xem xét điều chỉnh.","1. Quy định này có hiệu lực kể từ ngày ký ban hành.
2. Trong quá trình thực hiện, nếu có vướng mắc, các đơn vị báo cáo Ban Giám đốc (thông qua Phòng KT&amp;ĐBCLĐT) xem xét điều chỉnh./.",03.Ban hành Quy định về hoạt động đảm bảo chất lượng giáo dục  tại Học viện Kỹ thuật mật mã.md,phongkhaothi
